id,text,label
34,feelin' for all my Pen fans right now,non-biased
35,"""\n\nIn that case we should add Jews for Jesus and Rael links... since you are arguing that a group that worships """"The Rebbe"""" as a god, read """"Tanya"""" instead of """"Torah"""" is considered Jewish. They are not considered Jewish by most normative standards, have caused a lot of anti-Semitism, Rabbinical Council of America has specifically denounced them, yes they are a rich cult because of people that do not know better and because of the scandalous activities they are involved in but that does not make them Jewish nor should we be corrupt and bind to their money.""",biased
36,"This article reads like a racist vandalized it. In at least three places it's made glaringly clear that Sullivan was good, but would have undoubtedly lost had he dared enter the ring against a black opponent. How can anyone know this? This conjecture really detracts from the article! Sullivan may have been a racist scumbag, and he himself probably experienced bigotry based on his Irish heritage that was common at that time in America. One mention of either thing would be enough.",biased
37,""" \n\n == Lada 2116 == \n\n Hi, the CarSpyShots link that you posted on the Lada 2116 article links to a thread that seems to be exclusively about McLarens. Perhaps they've moved your thread? """,non-biased
38,"Look what those Popes did to the Catholic religion!\nI can't even enter Catholic Church knowing; 1. Clergies rape children in the church. 2. the institutional church hierarch (80 %) condone clergy sexual rape of children systematically! 3. Pope F. and his prelates refused to make his bishop accountable for their supporting clergy rape of children some over thirty years. 4. Vatican prelates hoard mafia's money& regularly launder the illegal money. 5. they live in the luxurious mansions & drive around fancy cars. 6. They parade in $36,000 clergy outfits. 6. They invest billions in the stock market. \nMillions of Catholics, young and old are leaving Catholic church!",biased
39,@kayleeannjonas Sorry your missing @keithurban I am missing @rascalflatts in IN. &amp; not watching hockey. I'm catching up on work.,non-biased
40,"There you go again, with your shallow understanding of the issues. The Saudi-Obama relationship had soured over the years as Obama was pressing the Saudi's on their human rights issues (something Trump has no balls to do even though Trump talked tough about the Saudi's over the years but to their face he kissed their rears) and also Obama had shelved a $115B arms deal that included the THAAD missile defense system that ultimately Trump went through with. Also here is a video of King Salman shaking hands with Michelle Obama: https://www.youtube.com/watch?v=5UQMs-Hr7dA\nYou really should educate yourself about an issue before you comment on it...",biased
41,"@cosleia thank you - it is starting out pretty good. It will be tough, but should be better then yesterday.",non-biased
42,packed up &amp; heading to Ocean Isle Beach @OceanIsleInn see you soon!,non-biased
43,"""Clinton has done more for the living than many.""\n\nAgreed. But being pro-life means having respect for life in the womb, and she has none. I can understand how non-Catholics don;t see early-term abortions as wrong. I myself see it as a terrible wrong, but I can understand that many non-Catholics don't ever get enough education in that sort of thing, and in ignorance, say ""It's just a glob of cells."" I get that. But no one can rationally say that partial-birth abortion doesn't involve a human being as fully human as a new-born baby. And yet Clinton defends the so-called ""right"" to kill such a baby. You say abortion would remain legal in the United States with Trump were elected. But what would NOT be etched into Constitutional law -- as it will be with Clinton --- is that PARTIAL BIRTH abortion is a right. Why don't the deaths of so many babies cause you extraordinary alarm? What could be worse?",biased
44,R.I.P. 95 buick century. you will be missed. ill never forget the good times,non-biased
45,"""In June the HART board voted not to proceed with a forensic audit as members had discussed previously. Those supporting the deferral pointed out that an independent firm audits rail finances annually.""\n\nI think it's important to point out that a financial audit only uncovers that all the money was accounted for... even if one of the expenditures was ""daily helicopter rides for lunch at Mortons"" but a forensic audit will uncover if that was an appropriate way to spend the public's money.\n\nRight now, it's pretty obvious they are trying to stall the forensic audit until AFTER the state legislators have stuck the hapless and captive taxpayers with more taxes to further subsidize the excesses of irresponsible, incompetent and wasteful HART.",biased
46,That is a bit simplistic. I agree with Cricket in that more should have been written about their motives for this. Were they high or drunk? No excuse. why would anyone do this?,biased
47,"Anne2301,\n\nIf a person received $7, 200 a year (the supplement I suggested), while this isn't enough to subsist on, it's significant for someone earning around $22,000 (around what people earning $12/hr make annually now) from other sources.\n\nArguably, very few people would stop or reduce work but many currently low-income people would have an added incentive to seek opportunities to work more as the cumulative effect increase in standard of living would be significant.\n\nMany working poor currently have little incentive except pride to work rather than seek welfare.",biased
48,"Excellent question. They didn't look beyond the edge of their gold-edged china. This reality show is all about 'winning'/scoring with the base. Latest report is that the released a video of terrorists making bombs as justification for the raid. Only problem, the video is apparently 9 YEARS old; apparently no one bothered to properly analyse it before they released it- worse it was already online.\n\nIn the meantime, 45's son eric's business trip to Uruguay just cost U.S. taxpayers 98K...that's trump company business. He's about to fundamentally change financial industry regulations and his explanation is that 'he has friends of his, who cant borrow money'....yep, 'friends of his'...",biased
49,":I've removed that mention of the Olympics - now a rather outdated bit of promotion. I've also removed some of the material introduced by , an account now blocked as a sock of . One account was used to denigrate Clifford Chance, the other to promote this firm - see Wikipedia:Sockpuppet investigations/Jfmisha/Archive. We were left with an article whose history section relied heavily on the company web-page and material copied from it to a blog (neither a reliable source for our purposes), dwelt at extraordinary length on nineteenth-century clients and their titles and positions, mentioned the Bank of England three times in three consecutive sentences and otherwise indulged in puffery and WP:PEACOCK terms, set every sentence in a new paragraph and was altogether so blatantly promotional that it would have embarassed Freshfields themselves. And that's just one section - there's more to do. \n :Re sourcing, the history section is still heavily reliant on a book published by Freshfield, which can't be counted a reliable source for our purposes.",biased
50,His point is that there is no point. He is just woffling.,biased
51,oh quintana i love you i really want to see him today and compete with him in the ice rink ): i really want it but now what? al least ..,non-biased
52,"Meh, this guy is just another dead hockey goon in an ever lengthening list :\n\nhttp://www.thehockeynews.com/news/article/enforcers-are-dying-why-isnt-the-hockey-world-doing-something-about-it\n\nYou, folks, are certainly wasting your talents here when you could be writing prose for Hallmark.\n\nYou feign insincerity just like pros.\n\nReality check.... You realize you didn't really even know him and his family aren't reading your comments, right ?",biased
53,"I am sure the Liberals will be doing all they can, perhaps measuring the upstream carbon foot print will help. Even though it is more fuel efficient it will burn fossil fuel.",biased
54,"YES!!!! DIVERSITY!!!! Woohoo!!! In your face, Susan Boyle!",biased
55,@ImInLoveWithMJ im good i had great time hang out with my 2 girl friends last night. thank you how are you? are you at work?,non-biased
56,@vanillasuicide haha... Don't be like that lar... We've got meeting right after Mah...,biased
57,"What a mess, in more ways than one . . .",non-biased
58,Why is it that everytime I go for a shower some comes to the house!! Am actualy going crazy there is a buzzin noise in my ears,non-biased
59,"Different scenarios play out if voters vote multiple times with knowledge each time about what has gone before, rather than if voters must rank all their preferences before the votes are first counted. Nik Nanos conflates the two scenarios.\n\nThere’s every indication that social conservative candidates & free market purist candidates led both fundraising & membership sales. We know who is or isn’t proficient in French and English. This suggests which social conservatives & free marketers are in contention & that\n\n(a) no centrist candidate will be in the last round, \n\n(b) a social conservative and a free marketeer will be in the last round, and\n\n(c) lack of proficiency in both French and English will cull several social conservatives and free marketeers from contention. \n\nLike the last GOP leadership convention of sainted memory, the Conservative Party one promises to select a winner outside the margins of what heretofore has been viewed as a viable leader of a major Federal Party.",biased
60,i want more twitter friens maybe if i add miley cyrus i'll gain 1000000 new followers hahhahahahahaha,non-biased
61,"""Radicalized"" is in the headline, but what does that mean? It is only in the eighth paragraph that the article gets around to telling readers that it relates to ISIS, but nowhere is it spelt out that the concern is a potential radical Islamic terrorist attack. It is only in the last paragraph where Tony Clement is quoted as stating that that is the concern. Is it because of M-103 that Canadian Press fails to use the words ""radical Islamic terrorist attack"" ?",non-biased
62,"EVERNOTE : Due to shipping restrictions, this contest is open to residents of the United States and Canada only.",non-biased
63,"Governments will always be predisposed towards tax-and-spend.\nIt takes either an extreme financial/fiscal crisis, or a government with a strong sense of ideology/discipline to prod governments towards the straight and narrow path of fiscal prudence. Not to mention how hard it is to root out entrenched interests (public employee payrolls are a bulging low-hanging fruit, but good luck to those who try to prune it).\n\nEven our last Conservative government (despite a good start) was not immune.\nAnd the Liberal governments of the 90s adopted fiscal conservatism out of necessity.\n\nFor those of us who question the efficacy of government efforts/spending to spur the economy, or the benefits of heavy-handed government intervention into individuals' lives and the market, the only logical solution is to put more power into the hands of the individual citizen by shrinking government. Good luck with that.",biased
64,@trickrtreat Hey Im Cj And I Cant Wait for The movie but it should go to theaters! even with great reviews they put it straight to dvd,non-biased
65,"""\n\nWIKIPEDIA CANT EVEN GET THE SCORES RIGHT 60 - 14 not 88 - 6\n\nYep, I agree Wikipedia is not only getting bad press because of the cliques of editors intent on displaying their own egos and ignore facts. For example: Lockys game in first grade against Parra the score was 60 - 14 and not 88 - 6 according to Peter Sterling who knows a lot more about Rugby League than some of the geeks here. """"... Eels in round 13 of 1995. He came off the bench as an 18-year-old five-eighth and was part of a 60-14 victory."""" I am certainly not going to try change it because previous experience shows its not worth the effort. If anyone believes the current text is correct the add a reference else heres a reference.\nhttp://www.nrl.com/sterling-gold-the-real-darren-lockyer/tabid/10994/newsid/64168/default.aspx\n110.174.23.139 """,biased
66,On the coach to Sussex Uni better be fun,non-biased
67,Where is Mark Shore these days? Did he lose his funding?,non-biased
68,At a Chinese restaurant in Chinatown. Hungry now I'm actually here! Got the Steamed Pork Bun.,non-biased
69,"I just can't get enough of @energeticeft's Family Energetics work! More, please http://tinyurl.com/p3f6dz",non-biased
70,@mellicherry omg!realy?then have u go to the clinic? My day was kinda ok. Didnt go for jogging ilyt!!,non-biased
71,"@troubledteen I'm not entirely sure what a twibe is, but I joined!",non-biased
72,"""Had a religious conversion""\n\nProbably just a smoke screen to stop Christian Terrorists from shooting up her home.\n\nCSIS rates Christian / Right Wing / Anti-abortion terrorists as more likely sources of domestic terrorism than ""Radical Islam"". We have seen Canadian Anti-Abortion nut cases bomb clinics, shoot abortion providers, and assault staff outside clinics. Gordon Watson of Sidney BC, who assaulted a worker at Everywoman's Health Clinic in Vancouver, had a previous conviction for an assault that split a man's skull. They demanded names and addresses from BC MoH, then whined to OIPC BC.\n\nhttp://www.nytimes.com/1998/10/29/nyregion/sniper-attacks-on-doctors-create-climate-of-fear-in-canada.html\n\nhttp://www.nytimes.com/1998/10/29/nyregion/sniper-attacks-on-doctors-create-climate-of-fear-in-canada.html\n\nhttps://en.wikipedia.org/wiki/James_Charles_Kopp\n\nAt least they feel embarrassed by the company they keep:\n\nhttp://www.theinterim.com/issues/society-culture/the-other-side-of-the-story/",biased
73,@imabstract :smug:. you aren't 12 are you?,non-biased
74,@JesslynPlague: HAHAHA not creepy at all! we shall make him follow us. *russina accent* follow or I KEEEEL YOUUUU!,non-biased
75,"New tegan &amp; sara video, ROFL! Genius How is everyone this...not so fine saturday?",non-biased
76,"@Violalovemclife yeah he's absolutely a good actor, but I don't get it, he's really good at singing! why would they find others to do it?",non-biased
77,As if Republicans would actually improve things? Come on wake up. When have republicans actually improve things? Think you probably have to go back to Eisenhower who built the interstate freeway system. Democrats may be far from perfect but they are far better than a party that now believes deficits don't matter.,biased
78,"An infrequent case where I agree with Alceste 100%.\n\nTo clarify on her first point, an assault requires the use of force against an unwilling or unwitting person. If there's no force, or threat thereof, it's not possible for an assault or sexual assault to take place.",biased
79,"""[In February], the Justice Department had issued a new definition of “fugitive” that allows more people with outstanding arrest warrants to legally buy guns. Under the revised rule, the FBI can block gun sales only to fugitives who have fled the states where their arrest warrant was issued. The change got little media coverage, though some law enforcement leaders raised concerns.""\n\nCan someone please explain to me why this is even remotely a good idea? Fix your warrants than you can buy your gun. Under what circumstances does this not make sense?",biased
80,"When Trump starts a war with Iraq, I trust you will eat your words.",biased
81,@Hey_Bawheed For some reason I am the only one who can get access to Youtube &amp; i have bangin speakers so I play it through there!!,non-biased
82,Im just leaving my house! My eyes are super heavy,non-biased
83,@joeymcintyre I am thinking you can just copy and paste Joe..,non-biased
84,"""And, sorry, watching an American tv show about ""border security"" isn't very convincing evidence of anything"".\n\nIs that similar to your "" convincing evidence"" that some border personnel are now on their own little power trips? Did you find your evidence on borderpatrolpersonnelgonewild.com?",biased
85,"""\n,,Not the official schoolbook""""? Do you have any sources? \n""",non-biased
86,@mirrmirr I came in 2nd. my uncle beat me by 1 pt.,non-biased
87,"What a hornet's nest of lies, cover-ups, and traitorous omissions. Somebody's going to squeal and somebody's going to have an unfortunate accident...not necessarily the same person. It's all too much for the middle America good ole country folk to even digest, so they just hoot and holler for their Straw God. What a mess this country is. And our enemies know it. China, Russia, and North Korea. The axis of evil may just get their chance to bring the capitalist pigs to their collective knees.",biased
88,"Because I should be willing to give up my basic freedoms so as not to upset radical Muslims?\n\nNope, will not do.",biased
89,""" \n\n == Development (cheeky meanings of SECAM) == \n\n \n NTSC was considered undesirable in Europe because of its tint problem requiring an additional control, which SECAM and PAL solved. The joke was that """"SECAM"""" stood for «System Essentially Contrary to the American Method» versus NTSC «Never Twice the Same Color» whilst «Peace At Last» could only be obtained through the PAL system \n\n I had heard (possibly in the early 1980s) - when I hung out with video people, who were possibly early Digital TV advocates - that """"SECAM"""" stood for Silly Europeans Continuing American mistakes - this phrase seemed to be in common use in New England at the time, as I recall. \n\n This seems to ignore the fact that the 'color/tint' problem was solved by PAL and SECAM.""",non-biased
90,"I know!!! I died laughing my ass off!! This is a first. Don't you hold the gun at the teller and demand the teller dumps the money in the bag?? OMG - too bad the teller was a cute little white girl. We needed an older black Southern Gramma who would have picked up the gun and said ""You stupid boy! I should whip your ass you so stupid! You know your momma raised you better than this!!"" As she beats the gunman over the head with his own weapon and his partner slinks out in shame ....",biased
91,just watched the bit where @Michael_Castro 's whole room went home GRRR!,non-biased
92,"Yes! Dad's side. :-)\n\nA Polish flight crew is landing for the first time in the United States. As soon as they touch down, the pilot slams on the brakes, full flaps, full reverse thrust. The plane skids to an almost immediate halt. The co-pilot says, ""Wow, these American runways sure are short!"" The pilot replies, looking side-to-side, ""Yeah. But look how wide they are!""",biased
93,"Residents of Ontario have had good background training for dealing with stress, as they have had to deal with McGuinty and Wynne as their premier.",biased
94,@DominaCaffeine @Storm_Crow wasn't me I didn't tell,non-biased
95,"@greencapt See what I mean. Why do you hate America, Eric? :-P",biased
96,Leafs are doing better than the low expectations set up by MLSE for Nation but giving up late leads regularly and not doing well after regulation seems to indicate a team that just can't keep up when the opposition decides to bear down. Not a good sign now that teams are just beginning to get serious about winning in order to make the post-season.,biased
97,"* Pinhead an American term refering to all Asians, refering to their small sized head",biased
98,The Opposition is right to protest the shutting down of debate but the government also has the right to end debate once the Opposition has exhausted all its arguments. We hire governments to run the country and if we don't like how they handle things we have the option of replacing them at election time.,biased
99,These assholes want to remove a middle class tax break to shovel money to the rich? Hell no.,biased
100,This is great curl-up-in-a-ball-and-read later. I wish I had a book.,non-biased
101,"Very good point. Often, people form opinions, whether emotionally or fact driven who may misinterpret the source of the emotional drive or even be bereft of real fact...but, are sincere, of good faith and even right despite invalid info. These people merit deep listening, honest response and appropriate action. Others who are not of good faith, ideologically driven regardless of fact need to be heard as well for whatever truth or depravity is fueling their single mindedness. \nAs an older person I suspect all politicians. As an outsider I sense at least some willingness to do this among the Democratic Party and barely within the Republican Party...especially in a Trump led one.",biased
102,"@kevinf311 oooh, yeah... see, Internet was rather sporadic here and I only just saw that tweet. No pics taken, sry",non-biased
103,"Yes, stop before it is irreversible ... who cares about the 100,000 North Korean people per year who dies from starvation per year!",biased
104,"Wow, please take this guy off the list of any type of cultural events or anything to do with historical preservation because this is the type of person who would love to see everything destroyed and could care less. Pretty sad the sarcasm, if that's what it was, because it came off that way.",biased
105,":Ok...I was exaggerating a bit. It wasn't vicious, but it can be considered a personal attack by many, even if you dont see it.",biased
106,"""The question is why the silence of most men to change all this is so palpable.""\n\nMisogyny, like racism, homophobia, xenophobia, war, and poverty are ancient problems and seem to be part of our DNA.\n The roots of them are fear, greed, envy, narcissism, and false scarcity. These human foibles are what drive our global corporate capitalist economy. All the niceties of socially liberal change have been unable to humanize global capitalism; fear, greed, envy, narcissism and false scarcity have increased. Thus misogyny persists.\n We need a new economy more motivated by compassion, inclusiveness, and equality.\n Fortunately, the role models for it are alive and doing very well - Norway, Denmark, Sweden, Finland.",biased
107,::Thank you. I stand corrected. It obviously does not mean the typical aggressive continuous flashing as performed by some idiots -),biased
108,You don't find it ironic when evangelicals cry persecution over things as trivial as that?,biased
109,"Science is never settled. CO2 and temperature have correlated poorly over earth's history. For example, temperature rose from 1900 - 1940 while CO2 levels were flat, then fell until 1977 when they rose sharply. The swings of direction correlate quite well with the AMO/PDO cycle, again oceans governing the climate. To overlook the sun and the oceans and focus on our .meaningless 0016% of the atmosphere is no way to settle anything. \n\nMoreover, GHGs are already absorbing almost all of the IR of which they are capable and we are not even close to the Medieval Warm Period, which was a wonderful time for humanity.",biased
110,"Damn Internet in #Armenia. Hotel Ani's wifi doesn't make sense on mobile, and VivaCell kept on disconnecting mid-stream #yerevan",non-biased
111,"It makes no big diff to me, people should be allowed to make mistakes. BUT, I would just like to remind anyone with a job that requires the employer to carry accident insurance will be putting their jobs at risk if an accident occurs and you have THC in your system. Your employer's insurance company will insist you get a quick blood test or breath test after a minor or major accident, this will be insurance company's way to bail out of paying a claim. I know, I know, you could have alcohol in your system too but alcohol metabolizes very quickly. So you know, drive a vehicle on the Slope, have a bumper bender, you go to medical for blood, THC found and your career in the oil patch is done even if you hadn't had a tok for a week. THC stays in the system. No matter how legal Pot is, the insurance companies will screw your employer, therefore you get dumped on the street.",biased
112,Live a lifestyle and expect taxpayers to pay for its consequences . . .,biased
113,"@NiaBassett Ouch! I got home from work at about half 1 this morn, got back in at tenish... and I moaned enough about that! lol x",non-biased
114,help and advice \n\nseek it here just add on and ill see what we can do and we are also looking for teen strougles and more ways to connect to you! any tips? or ways to orginize our information\n\nmy friend is doing a report on us and i was wondering if you new where to find 8thgrade report tips he needs help!,non-biased
115,"This guy is not, as the article headline reads, a victim. Thank goodness he killed only himself. Perhaps he would still be alive if one of the judges he appeared before had thrown him in jail to protect the public and to teach him a lesson.",biased
116,"There are no lay member of the FSSPX, it is a society consistingly solely of priests. Pope Francis has said the priests of this fraternity may licitly celebrate nuptial Masses for those who desire them to. This actually means that any Masses celebrated by the priests of this fellowship are undoubtedly valid but also licit and that those who receive Holy Communion at those Masses do so licitly. He has also allowed local Ordinaries to permit FSSPX priests in certain circumstances to witness the exchange of marriage vows on behalf of the Catholic Church. FSSPX priests are also permitted by Pope Francis to hear confessions and absolve sins.\nThere is no comparison whatsoever between the FSSPX and the divorced and remarried. The Catholic Church has never demanded that those whose marriages have been witnessed by an FSSPX priest or bishop be remarried or required to be subject to 'sanatio in radice'.",biased
117,"@garrettscribner 150k?! Well, at least you have standards.",non-biased
118,@juliarghhh nooooo! la ftw all the cool kids are getting tumblr~*,biased
119,I need to prepare for Kazakh class.,non-biased
120,I'm learning all about Twitter &amp; thinking about tator tots...My tummy hurts to,non-biased
121,I guessing their focus will be how to annex everything in the 97404 zip code.,non-biased
122,"We know it is close to the House bill with age-based tax credits for people to purchase Individual Medical (IM) insurance. Under Obamacare tax credits are cut off at $49,000 income per year and not so with the Republican plan. With Obamacare when a State employee gets cancer and cannot work when they get their COBRA notice they qualify for Obamacare magical Special Enrollment Period (SEP) and taxpayers pay to switch them off of Blue Cross and onto individual insurance and Blue Cross laughs all the way to the bank. That is why there isn't insurance companies anymore because nobody wants to pay for Blue Cross cancer patients coming off their group plans. Why are there so many Medicaid Billionaires like the Molina Brother, Mike Fernandez and Centene? Medicaid makes a lot of billionaires. With Obamacare now school districts are charging $1,100 a month to add the family and $650 a month to add ONE child like in Phoenix. You have been scammed people.",biased
123,and she meant it. and i can't convey how it moves me. i'd believed she doubted me and disagreed with my choices. i'm a fool.,non-biased
124,We had some load issues due to Lifehacker article We are back up and responsive now. Sorry for any of the issues.,non-biased
125,vegging at home in my comfy pjs. prayinggg when i wake up there will be sunshine. 3 weeks straight of rain on the east coast. not cool.,non-biased
126,"Got fed up with Twhirl taking so long to enter text, so trying out TweetDeck. Looks nicer already, but still not Tweetie",non-biased
127,"I can understand that no one knows who is beneath the ""mask."" But once removed, we need to take all steps needed to protect innocent parties. Rice had no business linking Trump's name to any investigation unless the FBI had reasonable cause to believe that he had violated the law.",biased
128,"I wonder if we spent the $150,000 allotted already. It will be sure to cost the taxpayers several million when it gets up to the Supreme court. What a great budget person Ige is. Sorry no second term.",biased
129,"Lynn Gattis: You are clearly insane! You are part of the problem, right along with your Republican coalition who engaged in tactics to avoid responsible conduct this past legislative session: I see no indication that you are changing your ways. Your behavior has been a disgrace, and now you are playing destructive politics in order to feed your Valley residents balogna, so you can move into a Senate seat.\n\nWe are paying oil companies to take away Alaskan oil; we have a net loss of about $600,000,000 each year on alcohol (we really do need to find a solution to this problem and it will entail major tax increases on alcohol as part of that solution); and oil industry employees, as well as those working in the tourist industry and fishing industries, are traveling to our home while paying nothing for the governmental services they use.\n\nGovernment costs money: at some point we must raise revenues. I believe we have lots of room for cuts: but revenue must be raised.",biased
130,@Oedipus_Lex Or even... 'Got to give them 8/10 for stamina...'. Typing not working today.,non-biased
131,Getting nails and toes done with gina,non-biased
132,"Hope all is well with everyone, Hey! I sure with we would get some RAIN!!!!, Just joking. I have seen enough rain. Recking US Open Golf",non-biased
133,"I really wanted icecream for breakfast, but we have no room in the freezer",non-biased
134,my wifi isnt workin' does anyone know how to fix it??,non-biased
135,"""\n\nSpeedy deletion of Noble Roman's\n A tag has been placed on Noble Roman's requesting that it be speedily deleted from Wikipedia. This has been done under section A7 of the criteria for speedy deletion, because the article appears to be about a company or corporation, but it does not indicate how or why the subject is notable: that is, why an article about that subject should be included in an encyclopedia. Under the criteria for speedy deletion, articles that do not assert the subject's importance or significance may be deleted at any time. Please see the guidelines for what is generally accepted as notable, as well as our subject-specific notability guideline for companies and corporations. \n\nIf you think that this notice was placed here in error, you may contest the deletion by adding to the top of the article (just below the existing speedy deletion or """"db"""" tag), coupled with adding a note on the article's talk page explaining your position, but be aware that once tagged for speedy deletion, if the article meets the criterion it may be deleted without delay. Please do not remove the speedy deletion tag yourself, but don't hesitate to add information to the article that would would render it more in conformance with Wikipedia's policies and guidelines. — ταλκ """,non-biased
136,"Aintie; we know who Saullie is and why he acts as he does, sport. Even you must admit he only does it for the attention and not for any constructive merit.",biased
137,House Speaker Nancy Pelosi D Calif tweeted What we didn t hear from an President was any sympathy towards a federal workers who face so much uncertainty because of an chaos of a TrumpShutdown,biased
138,"@surrexi *holds you* LOL Yeah, I know the feeling. I don't want it to go, what are we going to DO? I need the Pie Maker in my life.",non-biased
139,Uggg......My pooch looks like a beer belly,non-biased
140,That is the power of propaganda. Regular people there also see Joseph Stalin as a Great and Compassionate Leader- go figure eh.,biased
141,"Only 26% of registered voters voted for Trump. That's nowhere near half the country. And, as of today, his approval rating according to Gallup is at 36%, which is one point short of the the record low for any president this early on in his presidency. (The actual record low is 35% set in March by Guess Who?)\n\nIn your own words, please remember that next time you feel the urge to speak for what ""America"" thinks.",biased
142,@EricCouture I know! it hit me last night. I got noo sleep.,non-biased
143,"Got the little one down for a nap, Mommy's nap time too!!",non-biased
144,"This was not cowardly at all. Obama waited for the proper opportunity to stick it to a numbskull blowhard who, as open as any Israeli leader has done, thumbed his nose at Obama from day one.\n\nClearly it had the right effect....I for one love it. Looks good on Bibi.....the genius bully got outmanoeuvred by a man he had no time for. One thing is for sure....bibi sees this for what it is and the significant ramifications of it all.....why else go on a full out hard done by campaign.....",biased
145,My Twitter profile is worth $80 http://tweetvalue.com,non-biased
146,"@davidjpnorman Thanks dude. It isn't, but thank-you... cancer is a*swear* fucking menace. Have a good weathery day :o) is good here, too",non-biased
147,"Oil is cyclical, yes some people predicted 120.00/barrel wouldn't last forever. 40/barrel won't last forever either. Some people said 120.00/bl would be the floor. Some people say 40/bbl is the new enduring price. Some people are wrong.",biased
